"No.","Time","Source","Destination","Protocol","Length","srcport","dstport"
"11408","12:40:29.970009","65.200.22.41","192.168.1.102","TLSv1.2","1494","443","52455"
"11409","12:40:29.970120","192.168.1.102","65.200.22.41","TCP","54","52456","443"
"11410","12:40:29.970186","192.168.1.102","65.200.22.41","TCP","54","52454","443"
"11411","12:40:29.970203","192.168.1.102","65.200.22.41","TCP","54","52455","443"
"11412","12:40:29.972634","192.168.1.102","65.200.22.41","TLSv1.2","180","52454","443"
"11413","12:40:30.002162","65.200.22.41","192.168.1.102","TLSv1.2","834","443","52455"
"11414","12:40:30.003624","192.168.1.102","65.200.22.41","TLSv1.2","180","52455","443"
"11415","12:40:30.006077","192.168.1.102","115.203.201.228","UDP","553","14786","54321"
"11416","12:40:30.032254","65.200.22.17","192.168.1.102","TCP","54","443","52459"
"11417","12:40:30.032255","65.200.22.17","192.168.1.102","TLSv1.2","201","443","52459"
"11418","12:40:30.032255","65.200.22.17","192.168.1.102","TCP","66","443","52457"
"11419","12:40:30.032255","65.200.22.17","192.168.1.102","TCP","54","443","52458"
"11420","12:40:30.032256","65.200.22.17","192.168.1.102","TLSv1.2","201","443","52458"
"11421","12:40:30.032256","65.200.22.17","192.168.1.102","TCP","54","443","52457"
"11422","12:40:30.032256","65.200.22.17","192.168.1.102","TLSv1.2","201","443","52457"
"11423","12:40:30.032257","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11424","12:40:30.032313","192.168.1.102","65.200.22.17","TCP","66","52457","443"
"11425","12:40:30.032525","192.168.1.102","65.200.22.17","TLSv1.2","105","52459","443"
"11426","12:40:30.033734","192.168.1.102","65.200.22.17","TLSv1.2","105","52458","443"
"11427","12:40:30.034901","192.168.1.102","65.200.22.17","TLSv1.2","105","52457","443"
"11428","12:40:30.049057","65.200.22.201","192.168.1.102","TCP","54","443","52450"
"11429","12:40:30.049057","65.200.22.201","192.168.1.102","TCP","54","443","52451"
"11430","12:40:30.064979","192.168.1.102","115.203.201.228","UDP","548","14786","54321"
"11431","12:40:30.072779","192.168.1.102","218.30.19.40","DNS","72","56514","53"
"11432","12:40:30.076709","192.168.1.102","218.30.19.40","DNS","70","56515","53"
"11433","12:40:30.077084","192.168.1.102","8.8.8.8","DNS","70","56516","53"
"11434","12:40:30.084097","65.200.22.201","192.168.1.102","TLSv1.2","201","443","52450"
"11435","12:40:30.084332","192.168.1.102","65.200.22.201","TLSv1.2","105","52450","443"
"11436","12:40:30.084481","65.200.22.201","192.168.1.102","TLSv1.2","201","443","52451"
"11437","12:40:30.084482","65.200.22.201","192.168.1.102","TCP","54","443","52453"
"11438","12:40:30.084482","65.200.22.201","192.168.1.102","TLSv1.2","201","443","52453"
"11439","12:40:30.084482","65.200.22.201","192.168.1.102","TCP","54","443","52452"
"11440","12:40:30.084711","192.168.1.102","65.200.22.201","TLSv1.2","105","52451","443"
"11441","12:40:30.084842","65.200.22.201","192.168.1.102","TLSv1.2","201","443","52452"
"11442","12:40:30.084949","192.168.1.102","65.200.22.201","TLSv1.2","105","52453","443"
"11443","12:40:30.085217","192.168.1.102","65.200.22.201","TLSv1.2","105","52452","443"
"11444","12:40:30.103048","192.168.1.102","202.117.112.3","DNS","72","56514","53"
"11445","12:40:30.105974","202.117.112.3","192.168.1.102","DNS","370","53","56514"
"11446","12:40:30.106431","192.168.1.102","220.181.7.190","TCP","66","52466","443"
"11447","12:40:30.124669","218.30.19.40","192.168.1.102","DNS","114","53","56514"
"11448","12:40:30.124670","218.30.19.40","192.168.1.102","DNS","86","53","56515"
"11449","12:40:30.128049","192.168.1.102","115.203.201.228","UDP","552","14786","54321"
"11450","12:40:30.137399","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11451","12:40:30.173276","220.181.7.190","192.168.1.102","TCP","66","443","52466"
"11452","12:40:30.173355","192.168.1.102","220.181.7.190","TCP","54","52466","443"
"11453","12:40:30.173550","192.168.1.102","220.181.7.190","TLSv1.2","254","52466","443"
"11454","12:40:30.190082","192.168.1.102","115.203.201.228","UDP","545","14786","54321"
"11455","12:40:30.213865","8.8.8.8","192.168.1.102","DNS","86","53","56516"
"11456","12:40:30.213866","65.200.22.41","192.168.1.102","TLSv1.2","312","443","52454"
"11457","12:40:30.222477","220.181.7.190","192.168.1.102","TCP","54","443","52466"
"11458","12:40:30.222478","220.181.7.190","192.168.1.102","TLSv1.2","122","443","52466"
"11459","12:40:30.222478","220.181.7.190","192.168.1.102","TCP","1494","443","52466"
"11460","12:40:30.222479","220.181.7.190","192.168.1.102","TCP","1494","443","52466"
"11461","12:40:30.222480","220.181.7.190","192.168.1.102","TLSv1.2","849","443","52466"
"11462","12:40:30.222481","220.181.7.190","192.168.1.102","TLSv1.2","392","443","52466"
"11463","12:40:30.222481","220.181.7.190","192.168.1.102","TLSv1.2","63","443","52466"
"11464","12:40:30.222549","192.168.1.102","220.181.7.190","TCP","54","52466","443"
"11465","12:40:30.223749","192.168.1.102","220.181.7.190","TLSv1.2","180","52466","443"
"11466","12:40:30.225914","192.168.1.102","220.181.7.190","TLSv1.2","1190","52466","443"
"11467","12:40:30.252131","65.200.22.201","192.168.1.102","TCP","66","443","52460"
"11468","12:40:30.252155","192.168.1.102","65.200.22.201","TCP","66","52460","443"
"11469","12:40:30.255122","192.168.1.102","115.203.201.228","UDP","555","14786","54321"
"11470","12:40:30.257076","192.168.1.102","65.200.22.41","TCP","54","52454","443"
"11471","12:40:30.270309","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"11472","12:40:30.270309","220.181.7.190","192.168.1.102","TCP","54","443","52466"
"11473","12:40:30.270310","220.181.7.190","192.168.1.102","TLSv1.2","173","443","52466"
"11474","12:40:30.293645","220.181.7.190","192.168.1.102","TLSv1.2","60","443","52466"
"11475","12:40:30.293646","220.181.7.190","192.168.1.102","TLSv1.2","99","443","52466"
"11476","12:40:30.293646","65.200.22.17","192.168.1.102","TCP","54","443","52459"
"11477","12:40:30.293646","65.200.22.17","192.168.1.102","TCP","54","443","52458"
"11478","12:40:30.293702","192.168.1.102","220.181.7.190","TCP","54","52466","443"
"11479","12:40:30.293799","220.181.7.190","192.168.1.102","TCP","54","443","52466"
"11480","12:40:30.296029","65.200.22.17","192.168.1.102","TCP","54","443","52457"
"11481","12:40:30.296030","220.181.7.190","192.168.1.102","TLSv1.2","382","443","52466"
"11482","12:40:30.296061","192.168.1.102","220.181.7.190","TCP","54","52466","443"
"11483","12:40:30.317164","192.168.1.102","115.203.201.228","UDP","548","14786","54321"
"11484","12:40:30.379209","192.168.1.102","115.203.201.228","UDP","554","14786","54321"
"11485","12:40:30.379342","192.168.1.102","125.90.44.171","UDP","44","25165","7568"
"11486","12:40:30.379418","192.168.1.102","189.5.164.71","eDonkey","44","25165","4672"
"11487","12:40:30.379460","192.168.1.102","121.13.57.10","UDP","44","25165","6263"
"11488","12:40:30.379498","192.168.1.102","123.6.100.203","UDP","44","25165","4673"
"11489","12:40:30.379538","192.168.1.102","222.241.123.59","UDP","44","25165","17972"
"11490","12:40:30.379577","192.168.1.102","125.231.148.119","eDonkey","44","25165","4672"
"11491","12:40:30.379617","192.168.1.102","172.28.138.241","UDP","44","25165","24589"
"11492","12:40:30.379657","192.168.1.102","221.197.237.17","UDP","44","25165","8331"
"11493","12:40:30.432499","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11494","12:40:30.432500","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11495","12:40:30.432501","65.200.22.201","192.168.1.102","TCP","54","443","52450"
"11496","12:40:30.432502","65.200.22.201","192.168.1.102","TCP","54","443","52451"
"11497","12:40:30.443229","192.168.1.102","115.203.201.228","UDP","394","14786","54321"
"11498","12:40:30.505277","192.168.1.102","115.203.201.228","UDP","401","14786","54321"
"11499","12:40:30.535285","192.168.1.102","220.181.111.188","TCP","54","52372","443"
"11500","12:40:30.539284","192.168.1.102","65.200.22.41","TCP","180","52455","443"
"11501","12:40:30.567333","192.168.1.102","115.203.201.228","UDP","395","14786","54321"
"11502","12:40:30.611066","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11503","12:40:30.627378","192.168.1.102","115.203.201.228","UDP","401","14786","54321"
"11504","12:40:30.686512","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11505","12:40:30.690415","192.168.1.102","115.203.201.228","UDP","396","14786","54321"
"11506","12:40:30.714288","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"11507","12:40:30.714288","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11508","12:40:30.714370","192.168.1.102","115.203.201.228","UDP","554","14786","54321"
"11509","12:40:30.731400","192.168.1.102","65.200.22.201","TCP","105","52453","443"
"11510","12:40:30.731403","192.168.1.102","65.200.22.201","TCP","105","52452","443"
"11511","12:40:30.747958","65.200.22.41","192.168.1.102","TLSv1.2","834","443","52456"
"11512","12:40:30.749378","192.168.1.102","65.200.22.41","TLSv1.2","180","52456","443"
"11513","12:40:30.750360","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11514","12:40:30.754440","192.168.1.102","115.203.201.228","UDP","402","14786","54321"
"11515","12:40:30.771226","65.200.22.41","192.168.1.102","TCP","66","443","52455"
"11516","12:40:30.806584","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11517","12:40:30.816523","192.168.1.102","115.203.201.228","UDP","396","14786","54321"
"11518","12:40:30.841029","65.200.22.41","192.168.1.102","TCP","66","443","52463"
"11519","12:40:30.841094","192.168.1.102","65.200.22.41","TCP","54","52463","443"
"11520","12:40:30.847514","192.168.1.102","129.122.184.188","TCP","54","52437","48193"
"11521","12:40:30.878556","192.168.1.102","115.203.201.228","UDP","401","14786","54321"
"11522","12:40:30.940616","192.168.1.102","115.203.201.228","UDP","394","14786","54321"
"11523","12:40:30.942666","65.200.22.41","192.168.1.102","TCP","312","443","52455"
"11524","12:40:30.942667","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"11525","12:40:30.969524","65.200.22.41","192.168.1.102","TLSv1.2","312","443","52456"
"11526","12:40:30.983650","192.168.1.102","65.200.22.41","TCP","54","52455","443"
"11527","12:40:31.004643","192.168.1.102","115.203.201.228","UDP","402","14786","54321"
"11528","12:40:31.009623","192.168.1.102","65.200.22.41","TCP","54","52456","443"
"11529","12:40:31.009863","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11530","12:40:31.009863","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"11531","12:40:31.038229","65.200.22.201","192.168.1.102","TCP","66","443","52453"
"11532","12:40:31.038230","65.200.22.201","192.168.1.102","TCP","66","443","52452"
"11533","12:40:31.065738","192.168.1.102","115.203.201.228","UDP","394","14786","54321"
"11534","12:40:31.129763","192.168.1.102","115.203.201.228","UDP","400","14786","54321"
"11535","12:40:31.147417","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11536","12:40:31.152626","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"11537","12:40:31.189882","192.168.1.102","115.203.201.228","UDP","396","14786","54321"
"11538","12:40:31.252947","192.168.1.102","115.203.201.228","UDP","401","14786","54321"
"11539","12:40:31.276492","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11540","12:40:31.307484","192.168.1.102","86.229.248.94","UDP","145","43759","51414"
"11541","12:40:31.314986","192.168.1.102","115.203.201.228","UDP","396","14786","54321"
"11542","12:40:31.331959","192.168.1.102","193.110.162.30","TCP","66","52445","25558"
"11543","12:40:31.331962","192.168.1.102","178.223.197.164","TCP","66","52444","42358"
"11544","12:40:31.375015","192.168.1.102","220.181.111.188","TCP","54","52417","443"
"11545","12:40:31.380042","192.168.1.102","115.203.201.228","UDP","399","14786","54321"
"11546","12:40:31.382286","192.168.1.102","85.250.41.188","eDonkey","44","25165","4672"
"11547","12:40:31.382359","192.168.1.102","189.6.193.43","UDP","44","25165","32269"
"11548","12:40:31.382414","192.168.1.102","60.51.121.46","UDP","44","25165","5157"
"11549","12:40:31.382469","192.168.1.102","190.64.29.112","eDonkey","44","25165","4672"
"11550","12:40:31.382519","192.168.1.102","59.189.93.145","UDP","44","25165","7569"
"11551","12:40:31.382570","192.168.1.102","220.173.194.176","UDP","44","25165","4643"
"11552","12:40:31.382622","192.168.1.102","219.128.159.21","UDP","44","25165","6262"
"11553","12:40:31.382656","192.168.1.102","219.133.205.46","UDP","44","25165","6269"
"11554","12:40:31.423507","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11555","12:40:31.441096","192.168.1.102","115.203.201.228","UDP","210","14786","54321"
"11556","12:40:31.464877","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"11557","12:40:31.464878","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11558","12:40:31.464878","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11559","12:40:31.504098","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11560","12:40:31.557502","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11561","12:40:31.566143","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11562","12:40:31.629170","192.168.1.102","115.203.201.228","UDP","212","14786","54321"
"11563","12:40:31.646964","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"11564","12:40:31.646965","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11565","12:40:31.692261","192.168.1.102","115.203.201.228","UDP","208","14786","54321"
"11566","12:40:31.735645","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11567","12:40:31.753380","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11568","12:40:31.786892","86.229.248.94","192.168.1.102","UDP","310","51414","43759"
"11569","12:40:31.796355","192.168.1.102","220.181.111.188","TCP","54","52434","443"
"11570","12:40:31.812391","192.168.1.102","178.223.197.164","UDP","62","43759","42358"
"11571","12:40:31.812462","192.168.1.102","193.110.162.30","UDP","62","43759","25558"
"11572","12:40:31.815376","192.168.1.102","115.203.201.228","UDP","208","14786","54321"
"11573","12:40:31.880380","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11574","12:40:31.886651","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11575","12:40:31.886652","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"11576","12:40:31.941474","192.168.1.102","115.203.201.228","UDP","207","14786","54321"
"11577","12:40:31.959492","192.168.1.102","119.120.163.85","UDP","81","14786","12345"
"11578","12:40:31.998658","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11579","12:40:32.005520","192.168.1.102","115.203.201.228","UDP","210","14786","54321"
"11580","12:40:32.020009","119.120.163.85","192.168.1.102","ICMP","109","14786","12345"
"11581","12:40:32.023482","192.168.1.102","129.122.184.188","TCP","54","52316","48193"
"11582","12:40:32.065634","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11583","12:40:32.078721","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"11584","12:40:32.127658","192.168.1.102","115.203.201.228","UDP","210","14786","54321"
"11585","12:40:32.182774","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11586","12:40:32.182774","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11587","12:40:32.191725","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11588","12:40:32.209742","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"11589","12:40:32.253736","192.168.1.102","115.203.201.228","UDP","211","14786","54321"
"11590","12:40:32.269688","115.203.201.228","192.168.1.102","UDP","88","54321","14786"
"11591","12:40:32.269690","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"11592","12:40:32.318769","192.168.1.102","115.203.201.228","UDP","209","14786","54321"
"11593","12:40:32.319094","192.168.1.102","82.66.158.51","TCP","66","52468","34382"
"11594","12:40:32.319174","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"11595","12:40:32.359810","192.168.1.102","36.63.110.41","UDP","81","14786","41984"
"11596","12:40:32.379825","192.168.1.102","115.203.201.228","UDP","210","14786","54321"
"11597","12:40:32.380002","192.168.1.102","82.154.29.16","eDonkey","44","25165","4672"
"11598","12:40:32.380071","192.168.1.102","220.165.161.40","UDP","44","25165","4674"
"11599","12:40:32.380127","192.168.1.102","222.214.154.208","UDP","44","25165","15178"
"11600","12:40:32.380179","192.168.1.102","60.14.175.166","UDP","44","25165","4677"
"11601","12:40:32.380231","192.168.1.102","219.136.36.23","eDonkey","44","25165","4672"
"11602","12:40:32.380267","192.168.1.102","219.136.36.23","eDonkey","44","25165","4672"
"11603","12:40:32.380315","192.168.1.102","83.12.246.190","UDP","44","25165","44161"
"11604","12:40:32.380367","192.168.1.102","222.92.207.44","UDP","44","25165","6626"
"11605","12:40:32.401888","192.168.1.102","74.125.204.101","TCP","66","52449","443"
"11606","12:40:32.415468","115.203.201.228","192.168.1.102","UDP","91","54321","14786"
"11607","12:40:32.425397","192.168.1.102","220.181.111.188","TCP","66","52469","443"
"11608","12:40:32.440928","192.168.1.102","115.203.201.228","UDP","235","14786","54321"
"11609","12:40:32.493211","220.181.111.188","192.168.1.102","TCP","66","443","52469"
"11610","12:40:32.493284","192.168.1.102","220.181.111.188","TCP","54","52469","443"
"11611","12:40:32.493379","192.168.1.102","220.181.111.188","TCP","54","52469","443"
"11612","12:40:32.504955","192.168.1.102","115.203.201.228","UDP","237","14786","54321"
"11613","12:40:32.564023","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11614","12:40:32.565010","192.168.1.102","115.203.201.228","UDP","237","14786","54321"
"11615","12:40:32.616003","192.168.1.102","74.125.204.101","TCP","66","52462","443"
"11616","12:40:32.631009","192.168.1.102","115.203.201.228","UDP","238","14786","54321"
"11617","12:40:32.668716","115.203.201.228","192.168.1.102","UDP","92","54321","14786"
"11618","12:40:32.688149","192.168.1.102","41.142.22.91","TCP","1494","52419","38287"
"11619","12:40:32.691106","192.168.1.102","115.203.201.228","UDP","236","14786","54321"
"11620","12:40:32.713927","115.203.201.228","192.168.1.102","UDP","92","54321","14786"
"11621","12:40:32.754090","192.168.1.102","115.203.201.228","UDP","240","14786","54321"
"11622","12:40:32.773840","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11623","12:40:32.773842","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"11624","12:40:32.773951","192.168.1.102","115.203.201.228","UDP","235","14786","54321"
"11625","12:40:32.773987","192.168.1.102","41.200.216.95","UDP","130","43759","54356"
"11626","12:40:32.794206","192.168.1.102","220.181.111.188","TCP","54","52469","443"
"11627","12:40:32.800756","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11628","12:40:32.817178","192.168.1.102","115.203.201.228","UDP","235","14786","54321"
"11629","12:40:32.867441","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11630","12:40:32.880207","192.168.1.102","115.203.201.228","UDP","238","14786","54321"
"11631","12:40:32.919098","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11632","12:40:32.942280","192.168.1.102","115.203.201.228","UDP","238","14786","54321"
"11633","12:40:33.006330","192.168.1.102","115.203.201.228","UDP","240","14786","54321"
"11634","12:40:33.063482","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11635","12:40:33.066364","192.168.1.102","115.203.201.228","UDP","237","14786","54321"
"11636","12:40:33.129428","192.168.1.102","115.203.201.228","UDP","240","14786","54321"
"11637","12:40:33.191469","192.168.1.102","115.203.201.228","UDP","236","14786","54321"
"11638","12:40:33.224255","115.203.201.228","192.168.1.102","UDP","89","54321","14786"
"11639","12:40:33.240281","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"11640","12:40:33.240281","41.200.216.95","192.168.1.102","UDP","62","54356","43759"
"11641","12:40:33.240354","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"11642","12:40:33.240407","192.168.1.102","41.200.216.95","UDP","62","43759","54356"
"11643","12:40:33.254451","192.168.1.102","115.203.201.228","UDP","240","14786","54321"
"11644","12:40:33.270592","192.168.1.102","113.140.11.1","ICMP","74","",""
"11645","12:40:33.316591","192.168.1.102","115.203.201.228","UDP","236","14786","54321"
"11646","12:40:33.320533","113.140.11.1","192.168.1.102","ICMP","74","",""
"11647","12:40:33.320533","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11648","12:40:33.378572","192.168.1.102","115.203.201.228","UDP","237","14786","54321"
"11649","12:40:33.380383","192.168.1.102","61.187.242.85","UDP","44","25165","4172"
"11650","12:40:33.380455","192.168.1.102","85.144.30.51","UDP","44","25165","54672"
"11651","12:40:33.380519","192.168.1.102","76.193.161.223","UDP","44","25165","4173"
"11652","12:40:33.380571","192.168.1.102","220.163.57.108","UDP","44","25165","31123"
"11653","12:40:33.380610","192.168.1.102","124.114.56.28","UDP","44","25165","19083"
"11654","12:40:33.380649","192.168.1.102","60.0.43.210","UDP","44","25165","90"
"11655","12:40:33.380688","192.168.1.102","222.172.179.193","UDP","44","25165","5629"
"11656","12:40:33.380727","192.168.1.102","59.56.39.144","UDP","44","25165","5151"
"11657","12:40:33.385538","192.168.1.102","94.99.253.138","TCP","54","52438","23326"
"11658","12:40:33.394610","192.168.1.102","220.181.111.188","TCP","54","52469","443"
"11659","12:40:33.441686","192.168.1.102","115.203.201.228","UDP","230","14786","54321"
"11660","12:40:33.500693","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11661","12:40:33.504640","192.168.1.102","115.203.201.228","UDP","232","14786","54321"
"11662","12:40:33.567764","192.168.1.102","115.203.201.228","UDP","139","14786","54321"
"11663","12:40:33.567852","192.168.1.102","61.159.70.106","UDP","177","14786","38696"
"11664","12:40:33.587708","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11665","12:40:33.630798","192.168.1.102","61.159.70.106","UDP","231","14786","38696"
"11666","12:40:33.659886","192.168.1.102","182.134.74.143","UDP","83","14786","16244"
"11667","12:40:33.659965","192.168.1.102","182.134.74.143","UDP","83","14786","12345"
"11668","12:40:33.690918","192.168.1.102","61.159.70.106","UDP","230","14786","38696"
"11669","12:40:33.704713","115.203.201.228","192.168.1.102","UDP","90","54321","14786"
"11670","12:40:33.736287","115.203.201.228","192.168.1.102","UDP","141","54321","14786"
"11671","12:40:33.754000","192.168.1.102","61.159.70.106","UDP","231","14786","38696"
"11672","12:40:33.775026","182.134.74.143","192.168.1.102","ICMP","111","14786","16244"
"11673","12:40:33.789912","192.168.1.102","115.203.201.228","UDP","89","14786","54321"
"11674","12:40:33.815025","192.168.1.102","61.159.70.106","UDP","229","14786","38696"
"11675","12:40:33.879770","192.168.1.102","61.159.70.106","UDP","231","14786","38696"
"11676","12:40:33.940849","192.168.1.102","61.159.70.106","UDP","227","14786","38696"
"11677","12:40:34.002899","192.168.1.102","61.159.70.106","UDP","229","14786","38696"
"11678","12:40:34.065946","192.168.1.102","61.159.70.106","UDP","228","14786","38696"
"11679","12:40:34.114075","192.168.1.102","45.78.43.190","TCP","66","52483","443"
"11680","12:40:34.114075","192.168.1.102","45.78.43.190","TCP","66","52484","443"
"11681","12:40:34.114075","192.168.1.102","45.78.43.190","TCP","66","52485","443"
"11682","12:40:34.114128","192.168.1.102","45.78.43.190","TCP","66","52486","443"
"11683","12:40:34.114297","192.168.1.102","45.78.43.190","TCP","66","52487","443"
"11684","12:40:34.114456","192.168.1.102","45.78.43.190","TCP","66","52488","443"
"11685","12:40:34.114485","192.168.1.102","45.78.43.190","TCP","66","52489","443"
"11686","12:40:34.114491","192.168.1.102","45.78.43.190","TCP","66","52490","443"
"11687","12:40:34.114642","192.168.1.102","45.78.43.190","TCP","66","52491","443"
"11688","12:40:34.114655","192.168.1.102","45.78.43.190","TCP","66","52492","443"
"11689","12:40:34.114665","192.168.1.102","45.78.43.190","TCP","66","52493","443"
"11690","12:40:34.114682","192.168.1.102","45.78.43.190","TCP","66","52494","443"
"11691","12:40:34.115245","192.168.1.102","45.78.43.190","TCP","66","52495","443"
"11692","12:40:34.129917","192.168.1.102","61.159.70.106","UDP","232","14786","38696"
"11693","12:40:34.170927","201.8.148.26","192.168.1.102","TCP","1494","61798","52433"
"11694","12:40:34.171075","192.168.1.102","201.8.148.26","TCP","156","52433","61798"
"11695","12:40:34.171147","192.168.1.102","201.8.148.26","BitTorrent","1494","52433","61798"
"11696","12:40:34.171150","192.168.1.102","201.8.148.26","TCP","63","52433","61798"
"11697","12:40:34.191969","192.168.1.102","61.159.70.106","UDP","228","14786","38696"
"11698","12:40:34.253004","192.168.1.102","61.159.70.106","UDP","232","14786","38696"
"11699","12:40:34.278458","192.168.1.102","113.140.11.1","ICMP","74","",""
"11700","12:40:34.297015","113.140.11.1","192.168.1.102","ICMP","74","",""
"11701","12:40:34.315039","192.168.1.102","61.159.70.106","UDP","228","14786","38696"
"11702","12:40:34.321036","192.168.1.102","191.8.56.126","TCP","54","52403","26774"
"11703","12:40:34.326033","192.168.1.102","189.18.108.197","TCP","66","52436","41082"
"11704","12:40:34.331009","192.168.1.102","5.206.238.214","TCP","66","52440","48265"
"11705","12:40:34.331410","150.138.215.179","192.168.1.102","UDP","86","8000","14786"
"11706","12:40:34.331469","192.168.1.102","36.63.110.41","UDP","82","14786","41984"
"11707","12:40:34.335992","45.78.43.190","192.168.1.102","TCP","66","443","52483"
"11708","12:40:34.336077","192.168.1.102","45.78.43.190","TCP","54","52483","443"
"11709","12:40:34.336157","45.78.43.190","192.168.1.102","TCP","66","443","52487"
"11710","12:40:34.336199","192.168.1.102","45.78.43.190","TCP","54","52487","443"
"11711","12:40:34.336243","192.168.1.102","45.78.43.190","SSL","614","52483","443"
"11712","12:40:34.336312","192.168.1.102","45.78.43.190","SSL","614","52487","443"
"11713","12:40:34.336616","45.78.43.190","192.168.1.102","TCP","66","443","52493"
"11714","12:40:34.336616","45.78.43.190","192.168.1.102","TCP","66","443","52484"
"11715","12:40:34.336617","45.78.43.190","192.168.1.102","TCP","66","443","52490"
"11716","12:40:34.336705","192.168.1.102","45.78.43.190","TCP","54","52493","443"
"11717","12:40:34.336742","192.168.1.102","45.78.43.190","TCP","54","52490","443"
"11718","12:40:34.336744","192.168.1.102","45.78.43.190","SSL","314","52493","443"
"11719","12:40:34.336744","192.168.1.102","45.78.43.190","SSL","292","52484","443"
"11720","12:40:34.336777","192.168.1.102","45.78.43.190","SSL","615","52490","443"
"11721","12:40:34.338700","45.78.43.190","192.168.1.102","TCP","66","443","52491"
"11722","12:40:34.338739","192.168.1.102","45.78.43.190","TCP","54","52491","443"
"11723","12:40:34.338813","192.168.1.102","45.78.43.190","SSL","290","52491","443"
"11724","12:40:34.367844","45.78.43.190","192.168.1.102","TCP","66","443","52492"
"11725","12:40:34.367924","192.168.1.102","45.78.43.190","TCP","54","52492","443"
"11726","12:40:34.368068","192.168.1.102","45.78.43.190","SSL","312","52492","443"
"11727","12:40:34.380075","192.168.1.102","61.159.70.106","UDP","232","14786","38696"
"11728","12:40:34.380223","192.168.1.102","62.205.97.44","eDonkey","44","25165","4672"
"11729","12:40:34.380271","192.168.1.102","58.55.99.56","UDP","44","25165","5151"
"11730","12:40:34.380313","192.168.1.102","81.79.213.106","eDonkey","44","25165","4672"
"11731","12:40:34.380353","192.168.1.102","79.181.114.136","UDP","44","25165","36755"
"11732","12:40:34.380396","192.168.1.102","68.144.186.87","eDonkey","44","25165","4672"
"11733","12:40:34.380436","192.168.1.102","189.68.33.95","UDP","44","25165","25834"
"11734","12:40:34.380474","192.168.1.102","125.96.158.60","UDP","44","25165","7561"
"11735","12:40:34.380514","192.168.1.102","88.169.6.16","UDP","44","25165","5991"
"11736","12:40:34.418191","45.78.43.190","192.168.1.102","TCP","66","443","52488"
"11737","12:40:34.418192","45.78.43.190","192.168.1.102","TCP","66","443","52489"
"11738","12:40:34.418192","45.78.43.190","192.168.1.102","TCP","66","443","52495"
"11739","12:40:34.418192","45.78.43.190","192.168.1.102","TCP","66","443","52494"
