"No.","Time","Source","Destination","Protocol","Length","srcport","dstport"
"6537","12:38:57.703372","192.168.1.102","61.159.70.106","UDP","541","14786","38696"
"6538","12:38:57.753409","192.168.1.102","61.159.70.106","UDP","549","14786","38696"
"6539","12:38:57.782371","192.168.1.102","105.73.25.159","UDP","62","43759","34230"
"6540","12:38:57.782446","192.168.1.102","110.8.187.27","UDP","62","43759","49982"
"6541","12:38:57.817576","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6542","12:38:57.829189","192.168.1.102","61.159.70.106","UDP","541","14786","38696"
"6543","12:38:57.835212","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"6544","12:38:57.891693","192.168.1.102","61.159.70.106","UDP","547","14786","38696"
"6545","12:38:57.929275","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6546","12:38:57.954263","192.168.1.102","61.159.70.106","UDP","543","14786","38696"
"6547","12:38:57.962646","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6548","12:38:57.962646","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6549","12:38:58.012451","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6550","12:38:58.012452","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6551","12:38:58.016696","192.168.1.102","61.159.70.106","UDP","548","14786","38696"
"6552","12:38:58.067377","192.168.1.102","61.159.70.106","UDP","542","14786","38696"
"6553","12:38:58.082175","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"6554","12:38:58.133143","192.168.1.102","61.159.70.106","UDP","547","14786","38696"
"6555","12:38:58.195634","192.168.1.102","61.159.70.106","UDP","541","14786","38696"
"6556","12:38:58.205731","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6557","12:38:58.226849","192.168.1.102","191.8.56.126","TCP","54","52290","26774"
"6558","12:38:58.258231","192.168.1.102","61.159.70.106","UDP","549","14786","38696"
"6559","12:38:58.275483","192.168.1.102","113.140.11.1","ICMP","74","",""
"6560","12:38:58.276732","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6561","12:38:58.277282","113.140.11.1","192.168.1.102","ICMP","74","",""
"6562","12:38:58.320645","192.168.1.102","61.159.70.106","UDP","543","14786","38696"
"6563","12:38:58.336236","192.168.1.102","1.54.181.201","TCP","66","52307","63166"
"6564","12:38:58.336236","192.168.1.102","41.207.17.169","TCP","66","52305","23442"
"6565","12:38:58.383132","192.168.1.102","61.159.70.106","UDP","550","14786","38696"
"6566","12:38:58.383323","192.168.1.102","219.234.218.251","UDP","44","25165","5152"
"6567","12:38:58.383392","192.168.1.102","62.164.248.193","eDonkey","44","25165","4672"
"6568","12:38:58.383446","192.168.1.102","203.109.221.18","UDP","44","25165","46676"
"6569","12:38:58.383497","192.168.1.102","222.183.25.20","UDP","44","25165","35803"
"6570","12:38:58.383548","192.168.1.102","59.125.118.15","eDonkey","44","25165","4672"
"6571","12:38:58.383599","192.168.1.102","221.235.33.52","UDP","44","25165","18268"
"6572","12:38:58.383648","192.168.1.102","200.148.119.94","eDonkey","44","25165","4672"
"6573","12:38:58.383698","192.168.1.102","125.230.162.125","eDonkey","44","25165","4672"
"6574","12:38:58.422979","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6575","12:38:58.445627","192.168.1.102","61.159.70.106","UDP","550","14786","38696"
"6576","12:38:58.503365","61.159.70.106","192.168.1.102","UDP","95","38696","14786"
"6577","12:38:58.503365","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6578","12:38:58.508142","192.168.1.102","61.159.70.106","UDP","554","14786","38696"
"6579","12:38:58.570625","192.168.1.102","61.159.70.106","UDP","548","14786","38696"
"6580","12:38:58.608340","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6581","12:38:58.633120","192.168.1.102","61.159.70.106","UDP","556","14786","38696"
"6582","12:38:58.695657","192.168.1.102","61.159.70.106","UDP","548","14786","38696"
"6583","12:38:58.758131","192.168.1.102","61.159.70.106","UDP","556","14786","38696"
"6584","12:38:58.773764","192.168.1.102","41.207.17.169","UDP","62","43759","23442"
"6585","12:38:58.820634","192.168.1.102","61.159.70.106","UDP","547","14786","38696"
"6586","12:38:58.861763","110.8.187.27","192.168.1.102","ICMP","90","43759","49982"
"6587","12:38:58.861764","110.8.187.27","192.168.1.102","ICMP","94","52303","49982"
"6588","12:38:58.883134","192.168.1.102","61.159.70.106","UDP","555","14786","38696"
"6589","12:38:58.932310","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"6590","12:38:58.932311","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"6591","12:38:58.945650","192.168.1.102","61.159.70.106","UDP","549","14786","38696"
"6592","12:38:58.961264","192.168.1.102","1.83.93.114","UDP","82","14786","7896"
"6593","12:38:58.961337","192.168.1.102","1.83.93.114","UDP","81","14786","10957"
"6594","12:38:58.961361","192.168.1.102","1.83.93.114","UDP","82","14786","5191"
"6595","12:38:59.008151","192.168.1.102","61.159.70.106","UDP","556","14786","38696"
"6596","12:38:59.023749","192.168.1.102","94.99.253.138","TCP","54","52301","23326"
"6597","12:38:59.023749","192.168.1.102","46.152.55.8","TCP","54","52085","63211"
"6598","12:38:59.072315","192.168.1.102","61.159.70.106","UDP","549","14786","38696"
"6599","12:38:59.134760","192.168.1.102","61.159.70.106","UDP","554","14786","38696"
"6600","12:38:59.163460","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6601","12:38:59.197304","192.168.1.102","61.159.70.106","UDP","549","14786","38696"
"6602","12:38:59.259829","192.168.1.102","61.159.70.106","UDP","556","14786","38696"
"6603","12:38:59.277344","192.168.1.102","113.140.11.1","ICMP","74","",""
"6604","12:38:59.307021","192.168.1.102","5.128.122.102","UDP","179","43759","34887"
"6605","12:38:59.322304","192.168.1.102","181.213.106.126","TCP","66","52289","1059"
"6606","12:38:59.322315","192.168.1.102","61.159.70.106","UDP","550","14786","38696"
"6607","12:38:59.338005","192.168.1.102","109.126.5.122","UDP","62","43759","14761"
"6608","12:38:59.338203","192.168.1.102","109.126.5.122","TCP","66","52309","14761"
"6609","12:38:59.384830","192.168.1.102","61.159.70.106","UDP","556","14786","38696"
"6610","12:38:59.387024","192.168.1.102","58.240.188.62","UDP","44","25165","7128"
"6611","12:38:59.387085","192.168.1.102","85.101.83.51","UDP","44","25165","4671"
"6612","12:38:59.387121","192.168.1.102","58.39.187.34","UDP","44","25165","6971"
"6613","12:38:59.387164","192.168.1.102","61.173.40.14","UDP","44","25165","7123"
"6614","12:38:59.387208","192.168.1.102","81.193.60.200","eDonkey","44","25165","4672"
"6615","12:38:59.387250","192.168.1.102","116.30.169.21","UDP","44","25165","5156"
"6616","12:38:59.387293","192.168.1.102","217.125.79.88","UDP","44","25165","1985"
"6617","12:38:59.387337","192.168.1.102","172.30.3.246","UDP","44","25165","18677"
"6618","12:38:59.447331","192.168.1.102","61.159.70.106","UDP","391","14786","38696"
"6619","12:38:59.489058","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6620","12:38:59.489059","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6621","12:38:59.509818","192.168.1.102","61.159.70.106","UDP","394","14786","38696"
"6622","12:38:59.572308","192.168.1.102","61.159.70.106","UDP","390","14786","38696"
"6623","12:38:59.634813","192.168.1.102","61.159.70.106","UDP","395","14786","38696"
"6624","12:38:59.695811","5.128.122.102","192.168.1.102","UDP","112","34887","43759"
"6625","12:38:59.697316","192.168.1.102","61.159.70.106","UDP","391","14786","38696"
"6626","12:38:59.700112","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6627","12:38:59.700113","61.159.70.106","192.168.1.102","UDP","141","38696","14786"
"6628","12:38:59.759815","192.168.1.102","61.159.70.106","UDP","394","14786","38696"
"6629","12:38:59.778549","IntelCor_66:84:ce","Tp-LinkT_49:51:da","ARP","42","",""
"6630","12:38:59.778709","192.168.1.102","181.213.106.126","UDP","62","43759","1059"
"6631","12:38:59.778765","192.168.1.102","84.236.71.13","UDP","62","43759","1057"
"6632","12:38:59.780119","Tp-LinkT_49:51:da","IntelCor_66:84:ce","ARP","42","",""
"6633","12:38:59.810458","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6634","12:38:59.810614","85.101.83.51","192.168.1.102","ICMP","72","25165","4671"
"6635","12:38:59.825505","192.168.1.102","61.159.70.106","UDP","390","14786","38696"
"6636","12:38:59.887995","192.168.1.102","61.159.70.106","UDP","394","14786","38696"
"6637","12:38:59.950502","192.168.1.102","61.159.70.106","UDP","104","14786","38696"
"6638","12:38:59.950641","192.168.1.102","61.159.70.106","UDP","95","14786","38696"
"6639","12:38:59.999497","61.159.70.106","192.168.1.102","UDP","140","38696","14786"
"6640","12:38:59.999584","192.168.1.102","61.159.70.106","UDP","89","14786","38696"
"6641","12:39:00.041153","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6642","12:39:00.050960","192.168.1.102","61.159.70.106","UDP","393","14786","38696"
"6643","12:39:00.074589","192.168.1.102","61.159.70.106","UDP","390","14786","38696"
"6644","12:39:00.086627","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6645","12:39:00.086628","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6646","12:39:00.086628","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6647","12:39:00.119711","84.236.71.13","192.168.1.102","ICMP","90","43759","1057"
"6648","12:39:00.137070","192.168.1.102","61.159.70.106","UDP","394","14786","38696"
"6649","12:39:00.199569","192.168.1.102","61.159.70.106","UDP","388","14786","38696"
"6650","12:39:00.262089","192.168.1.102","61.159.70.106","UDP","396","14786","38696"
"6651","12:39:00.276672","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6652","12:39:00.276672","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6653","12:39:00.276673","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6654","12:39:00.309708","192.168.1.102","94.233.117.174","UDP","179","43759","49001"
"6655","12:39:00.309787","192.168.1.102","109.87.40.248","UDP","162","43759","14855"
"6656","12:39:00.309909","192.168.1.102","82.179.50.170","UDP","145","43759","34821"
"6657","12:39:00.324541","192.168.1.102","105.99.194.47","TCP","66","52292","56969"
"6658","12:39:00.324541","192.168.1.102","24.107.193.184","TCP","66","52291","6889"
"6659","12:39:00.324572","192.168.1.102","61.159.70.106","UDP","389","14786","38696"
"6660","12:39:00.324783","192.168.1.102","93.50.110.22","UDP","62","43759","6889"
"6661","12:39:00.324959","192.168.1.102","94.112.177.6","TCP","66","52310","52558"
"6662","12:39:00.325010","192.168.1.102","94.112.177.6","UDP","62","43759","52558"
"6663","12:39:00.325117","192.168.1.102","157.50.8.7","TCP","66","52311","59764"
"6664","12:39:00.325186","192.168.1.102","157.50.8.7","UDP","62","43759","59764"
"6665","12:39:00.325284","192.168.1.102","189.191.60.107","TCP","66","52312","58684"
"6666","12:39:00.325340","192.168.1.102","189.13.188.142","UDP","62","43759","18929"
"6667","12:39:00.325452","192.168.1.102","189.13.188.142","TCP","66","52313","18929"
"6668","12:39:00.325490","192.168.1.102","173.239.197.94","UDP","62","43759","22030"
"6669","12:39:00.325577","192.168.1.102","173.239.197.94","TCP","66","52314","22030"
"6670","12:39:00.338241","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6671","12:39:00.338241","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"6672","12:39:00.345518","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6673","12:39:00.387082","192.168.1.102","61.159.70.106","UDP","394","14786","38696"
"6674","12:39:00.387265","192.168.1.102","218.162.133.219","UDP","44","25165","26867"
"6675","12:39:00.387311","192.168.1.102","221.137.247.15","UDP","44","25165","5150"
"6676","12:39:00.387382","192.168.1.102","218.26.11.3","UDP","44","25165","4178"
"6677","12:39:00.387436","192.168.1.102","124.67.0.151","UDP","44","25165","4670"
"6678","12:39:00.387488","192.168.1.102","81.178.104.172","UDP","44","25165","4674"
"6679","12:39:00.387541","192.168.1.102","123.116.96.217","UDP","44","25165","7565"
"6680","12:39:00.387777","192.168.1.102","58.37.123.208","UDP","44","25165","4175"
"6681","12:39:00.387833","192.168.1.102","88.245.65.245","UDP","69","25165","1100"
"6682","12:39:00.402658","192.168.1.102","191.178.125.56","TCP","1494","52215","39635"
"6683","12:39:00.449568","192.168.1.102","61.159.70.106","UDP","237","14786","38696"
"6684","12:39:00.488483","58.37.123.208","192.168.1.102","ICMP","72","25165","4175"
"6685","12:39:00.512063","192.168.1.102","61.159.70.106","UDP","240","14786","38696"
"6686","12:39:00.535447","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6687","12:39:00.560454","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6688","12:39:00.565351","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6689","12:39:00.626836","93.50.110.22","192.168.1.102","UDP","62","6889","43759"
"6690","12:39:00.626985","192.168.1.102","93.50.110.22","UDP","130","43759","6889"
"6691","12:39:00.628627","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6692","12:39:00.675565","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6693","12:39:00.691147","192.168.1.102","61.159.70.106","UDP","238","14786","38696"
"6694","12:39:00.753623","192.168.1.102","61.159.70.106","UDP","240","14786","38696"
"6695","12:39:00.758610","61.159.70.106","192.168.1.102","UDP","89","38696","14786"
"6696","12:39:00.765665","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"6697","12:39:00.765666","109.87.40.248","192.168.1.102","UDP","341","14855","43759"
"6698","12:39:00.765666","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6699","12:39:00.784878","192.168.1.102","24.107.193.184","UDP","62","43759","6889"
"6700","12:39:00.784961","192.168.1.102","105.99.194.47","UDP","62","43759","56969"
"6701","12:39:00.816148","192.168.1.102","61.159.70.106","UDP","237","14786","38696"
"6702","12:39:00.855744","189.13.188.142","192.168.1.102","UDP","62","18929","43759"
"6703","12:39:00.855745","189.13.188.142","192.168.1.102","TCP","66","18929","52313"
"6704","12:39:00.855846","192.168.1.102","189.13.188.142","TCP","54","52313","18929"
"6705","12:39:00.855916","192.168.1.102","189.13.188.142","UDP","130","43759","18929"
"6706","12:39:00.855982","192.168.1.102","189.13.188.142","TCP","54","52313","18929"
"6707","12:39:00.856037","192.168.1.102","189.13.188.142","BitTorrent","122","52313","18929"
"6708","12:39:00.878626","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6709","12:39:00.913733","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6710","12:39:00.939595","93.50.110.22","192.168.1.102","UDP","62","6889","43759"
"6711","12:39:00.939595","93.50.110.22","192.168.1.102","UDP","62","6889","43759"
"6712","12:39:00.939712","192.168.1.102","93.50.110.22","UDP","62","43759","6889"
"6713","12:39:00.939773","192.168.1.102","93.50.110.22","UDP","62","43759","6889"
"6714","12:39:00.941135","192.168.1.102","61.159.70.106","UDP","236","14786","38696"
"6715","12:39:01.003630","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6716","12:39:01.066763","192.168.1.102","61.159.70.106","UDP","238","14786","38696"
"6717","12:39:01.067443","189.191.60.107","192.168.1.102","TCP","66","58684","52312"
"6718","12:39:01.067532","192.168.1.102","189.191.60.107","TCP","54","52312","58684"
"6719","12:39:01.067713","192.168.1.102","189.191.60.107","TCP","54","52312","58684"
"6720","12:39:01.067786","192.168.1.102","189.191.60.107","BitTorrent","122","52312","58684"
"6721","12:39:01.128802","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6722","12:39:01.193857","192.168.1.102","61.159.70.106","UDP","238","14786","38696"
"6723","12:39:01.203236","61.159.70.106","192.168.1.102","UDP","142","38696","14786"
"6724","12:39:01.214439","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6725","12:39:01.252903","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6726","12:39:01.262297","61.159.70.106","192.168.1.102","UDP","90","38696","14786"
"6727","12:39:01.315973","192.168.1.102","61.159.70.106","UDP","236","14786","38696"
"6728","12:39:01.323958","192.168.1.102","85.90.171.189","TCP","66","52293","6882"
"6729","12:39:01.378014","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6730","12:39:01.380089","192.168.1.102","218.70.165.141","UDP","44","25165","6268"
"6731","12:39:01.380159","192.168.1.102","82.210.165.125","UDP","44","25165","4700"
"6732","12:39:01.380215","192.168.1.102","203.80.151.147","UDP","44","25165","8887"
"6733","12:39:01.380266","192.168.1.102","59.52.216.25","UDP","44","25165","7568"
"6734","12:39:01.380318","192.168.1.102","221.223.109.44","UDP","44","25165","7120"
"6735","12:39:01.380367","192.168.1.102","121.46.87.47","UDP","44","25165","17700"
"6736","12:39:01.380416","192.168.1.102","75.108.36.221","UDP","44","25165","5800"
"6737","12:39:01.380465","192.168.1.102","58.19.4.188","UDP","44","25165","6263"
"6738","12:39:01.383941","192.168.1.102","220.181.111.188","TCP","54","52281","443"
"6739","12:39:01.405162","189.13.188.142","192.168.1.102","UDP","62","18929","43759"
"6740","12:39:01.405162","189.13.188.142","192.168.1.102","UDP","62","18929","43759"
"6741","12:39:01.405162","189.13.188.142","192.168.1.102","TCP","54","18929","52313"
"6742","12:39:01.405242","192.168.1.102","189.13.188.142","TCP","54","52313","18929"
"6743","12:39:01.405271","192.168.1.102","189.13.188.142","UDP","62","43759","18929"
"6744","12:39:01.405317","192.168.1.102","189.13.188.142","UDP","62","43759","18929"
"6745","12:39:01.405433","192.168.1.102","189.13.188.142","TCP","54","52313","18929"
"6746","12:39:01.441059","192.168.1.102","61.159.70.106","UDP","240","14786","38696"
"6747","12:39:01.503107","192.168.1.102","61.159.70.106","UDP","244","14786","38696"
"6748","12:39:01.536030","192.168.1.102","88.191.63.248","TCP","66","52295","4661"
"6749","12:39:01.567147","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6750","12:39:01.629200","192.168.1.102","61.159.70.106","UDP","243","14786","38696"
"6751","12:39:01.692249","192.168.1.102","61.159.70.106","UDP","240","14786","38696"
"6752","12:39:01.726268","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6753","12:39:01.756215","192.168.1.102","61.159.70.106","UDP","242","14786","38696"
"6754","12:39:01.785715","61.159.70.106","192.168.1.102","UDP","88","38696","14786"
"6755","12:39:01.785715","189.191.60.107","192.168.1.102","TCP","54","58684","52312"
"6756","12:39:01.785799","192.168.1.102","189.191.60.107","TCP","54","52312","58684"
"6757","12:39:01.785934","192.168.1.102","85.90.171.189","UDP","62","43759","6882"
"6758","12:39:01.786035","192.168.1.102","189.191.60.107","TCP","54","52312","58684"
"6759","12:39:01.788178","192.168.1.102","220.181.111.188","TCP","54","52294","443"
"6760","12:39:01.817332","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6761","12:39:01.878296","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6762","12:39:01.918949","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6763","12:39:01.927995","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6764","12:39:01.940442","192.168.1.102","61.159.70.106","UDP","242","14786","38696"
"6765","12:39:02.002484","192.168.1.102","61.159.70.106","UDP","243","14786","38696"
"6766","12:39:02.067514","192.168.1.102","61.159.70.106","UDP","242","14786","38696"
"6767","12:39:02.129556","192.168.1.102","61.159.70.106","UDP","244","14786","38696"
"6768","12:39:02.152669","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6769","12:39:02.152770","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6770","12:39:02.158570","192.168.1.102","62.176.119.210","TCP","66","52306","54356"
"6771","12:39:02.193521","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6772","12:39:02.199322","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6773","12:39:02.199322","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"6774","12:39:02.199430","192.168.1.102","61.159.70.106","UDP","239","14786","38696"
"6775","12:39:02.252640","192.168.1.102","61.159.70.106","UDP","243","14786","38696"
"6776","12:39:02.314655","192.168.1.102","120.20.22.129","TCP","66","52300","38699"
"6777","12:39:02.314655","192.168.1.102","77.126.83.88","TCP","66","52296","15366"
"6778","12:39:02.314659","192.168.1.102","173.249.142.158","TCP","66","52298","12598"
"6779","12:39:02.314749","192.168.1.102","71.241.255.162","UDP","62","43759","16803"
"6780","12:39:02.314814","192.168.1.102","88.119.29.120","UDP","62","43759","15071"
"6781","12:39:02.314987","192.168.1.102","88.119.29.120","TCP","66","52315","15071"
"6782","12:39:02.315048","192.168.1.102","129.122.184.188","UDP","62","43759","48193"
"6783","12:39:02.315153","192.168.1.102","129.122.184.188","TCP","66","52316","48193"
"6784","12:39:02.315206","192.168.1.102","188.11.179.76","UDP","62","43759","57622"
"6785","12:39:02.315310","192.168.1.102","188.11.179.76","TCP","66","52317","57622"
"6786","12:39:02.315415","192.168.1.102","24.228.205.201","TCP","66","52318","28374"
"6787","12:39:02.315577","192.168.1.102","179.198.185.99","TCP","66","52297","26357"
"6788","12:39:02.315626","192.168.1.102","83.63.153.229","TCP","66","52299","57184"
"6789","12:39:02.316676","192.168.1.102","61.159.70.106","UDP","240","14786","38696"
"6790","12:39:02.335108","61.159.70.106","192.168.1.102","UDP","93","38696","14786"
"6791","12:39:02.338655","192.168.1.102","109.126.5.122","TCP","66","52309","14761"
"6792","12:39:02.349669","192.168.1.102","177.5.187.11","TCP","54","52219","21492"
"6793","12:39:02.377748","192.168.1.102","61.159.70.106","UDP","241","14786","38696"
"6794","12:39:02.377941","192.168.1.102","62.121.112.196","UDP","44","25165","18385"
"6795","12:39:02.378002","192.168.1.102","83.27.229.184","eDonkey","44","25165","4672"
"6796","12:39:02.378056","192.168.1.102","60.168.89.160","UDP","44","25165","5150"
"6797","12:39:02.378109","192.168.1.102","220.168.71.173","UDP","44","25165","4670"
"6798","12:39:02.378159","192.168.1.102","123.193.103.145","UDP","44","25165","6267"
"6799","12:39:02.378210","192.168.1.102","88.240.58.92","UDP","44","25165","4462"
"6800","12:39:02.378260","192.168.1.102","222.91.165.133","eDonkey","44","25165","4672"
"6801","12:39:02.378299","192.168.1.102","192.168.2.44","UDP","44","25165","15000"
"6802","12:39:02.420288","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6803","12:39:02.420289","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6804","12:39:02.420289","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6805","12:39:02.431290","192.168.1.102","220.181.111.188","TCP","66","52322","443"
"6806","12:39:02.441774","192.168.1.102","61.159.70.106","UDP","215","14786","38696"
"6807","12:39:02.459782","192.168.1.102","36.63.110.41","UDP","80","14786","41984"
"6808","12:39:02.482422","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6809","12:39:02.502814","192.168.1.102","61.159.70.106","UDP","221","14786","38696"
"6810","12:39:02.508861","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6811","12:39:02.508861","220.181.111.188","192.168.1.102","TCP","66","443","52322"
"6812","12:39:02.508862","150.138.215.179","192.168.1.102","UDP","86","8000","14786"
"6813","12:39:02.508862","62.176.119.210","192.168.1.102","TCP","54","54356","52306"
"6814","12:39:02.508948","192.168.1.102","220.181.111.188","TCP","54","52322","443"
"6815","12:39:02.509038","192.168.1.102","220.181.111.188","TCP","54","52322","443"
"6816","12:39:02.552979","189.191.60.107","192.168.1.102","TCP","54","58684","52312"
"6817","12:39:02.568850","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6818","12:39:02.604777","50.247.85.218","192.168.1.102","UDP","62","18262","43759"
"6819","12:39:02.604866","192.168.1.102","50.247.85.218","UDP","62","43759","18262"
"6820","12:39:02.608505","71.241.255.162","192.168.1.102","UDP","72","16803","43759"
"6821","12:39:02.608505","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6822","12:39:02.608654","192.168.1.102","71.241.255.162","UDP","130","43759","16803"
"6823","12:39:02.627888","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6824","12:39:02.637851","88.119.29.120","192.168.1.102","UDP","62","15071","43759"
"6825","12:39:02.637989","192.168.1.102","88.119.29.120","UDP","130","43759","15071"
"6826","12:39:02.690947","192.168.1.102","61.159.70.106","UDP","215","14786","38696"
"6827","12:39:02.727063","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6828","12:39:02.745601","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6829","12:39:02.745602","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6830","12:39:02.753993","192.168.1.102","61.159.70.106","UDP","221","14786","38696"
"6831","12:39:02.762997","192.168.1.102","189.13.188.142","TCP","54","52313","18929"
"6832","12:39:02.789023","192.168.1.102","83.63.153.229","UDP","62","43759","57184"
"6833","12:39:02.789096","192.168.1.102","173.249.142.158","UDP","62","43759","12598"
"6834","12:39:02.789124","192.168.1.102","120.20.22.129","UDP","62","43759","38699"
"6835","12:39:02.789146","192.168.1.102","109.126.5.122","UDP","62","43759","14761"
"6836","12:39:02.789168","192.168.1.102","179.198.185.99","UDP","62","43759","26357"
"6837","12:39:02.809009","192.168.1.102","220.181.111.188","TCP","54","52322","443"
"6838","12:39:02.817038","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6839","12:39:02.829472","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6840","12:39:02.881032","192.168.1.102","61.159.70.106","UDP","219","14786","38696"
"6841","12:39:02.890189","129.122.184.188","192.168.1.102","TCP","66","48193","52316"
"6842","12:39:02.890263","192.168.1.102","129.122.184.188","TCP","54","52316","48193"
"6843","12:39:02.890327","192.168.1.102","129.122.184.188","TCP","54","52316","48193"
"6844","12:39:02.890408","192.168.1.102","129.122.184.188","BitTorrent","122","52316","48193"
"6845","12:39:02.940124","192.168.1.102","61.159.70.106","UDP","217","14786","38696"
"6846","12:39:02.956377","61.159.70.106","192.168.1.102","UDP","94","38696","14786"
"6847","12:39:02.977516","88.119.29.120","192.168.1.102","UDP","62","15071","43759"
"6848","12:39:02.977517","88.119.29.120","192.168.1.102","UDP","1480","15071","43759"
"6849","12:39:02.977606","192.168.1.102","88.119.29.120","UDP","62","43759","15071"
"6850","12:39:02.979621","192.168.1.102","88.119.29.120","UDP","1480","43759","15071"
"6851","12:39:03.005169","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6852","12:39:03.062662","61.159.70.106","192.168.1.102","UDP","92","38696","14786"
"6853","12:39:03.065163","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6854","12:39:03.089065","61.159.70.106","192.168.1.102","UDP","91","38696","14786"
"6855","12:39:03.113381","192.168.1.102","239.255.255.250","SSDP","215","49951","1900"
"6856","12:39:03.130354","192.168.1.102","61.159.70.106","UDP","220","14786","38696"
"6857","12:39:03.167355","192.168.1.102","65.216.231.195","TCP","55","51909","80"
"6858","12:39:03.191387","192.168.1.102","61.159.70.106","UDP","215","14786","38696"
"6859","12:39:03.252437","192.168.1.102","61.159.70.106","UDP","219","14786","38696"
"6860","12:39:03.270293","192.168.1.102","113.140.11.1","ICMP","74","",""
"6861","12:39:03.315491","192.168.1.102","61.159.70.106","UDP","218","14786","38696"
"6862","12:39:03.319466","192.168.1.102","105.73.25.159","TCP","66","52304","34230"
"6863","12:39:03.319466","192.168.1.102","110.8.187.27","TCP","66","52303","49982"
"6864","12:39:03.324008","113.140.11.1","192.168.1.102","ICMP","74","",""
"6865","12:39:03.324009","88.119.29.120","192.168.1.102","UDP","578","15071","43759"
"6866","12:39:03.324133","192.168.1.102","88.119.29.120","UDP","62","43759","15071"
"6867","12:39:03.324384","192.168.1.102","94.112.177.6","TCP","66","52310","52558"
"6868","12:39:03.324397","192.168.1.102","173.239.197.94","TCP","66","52314","22030"
